date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:16	155874/155874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/9.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/9.jpg	(from https://madebydesignesia.com/themes/stradale/index-2.html)
14:10:16	38768/38768	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/gallery/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/gallery/5.jpg	(from https://madebydesignesia.com/themes/stradale/index-3.html)
14:10:17	204863/204863	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/8.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/8.jpg	(from https://madebydesignesia.com/themes/stradale/index-3.html)
14:10:17	375/375	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/icon.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/icon.png	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:17	108688/108688	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/gallery/6.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/gallery/6.jpg	(from https://madebydesignesia.com/themes/stradale/index-3.html)
14:10:17	97/97	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/css/colors/scheme-02.css	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/css/colors/scheme-02.css	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:18	812/812	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/css/custom-1.css	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/css/custom-1.css	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:18	2884/2884	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/logo.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/logo.png	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:18	2666/2666	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/logo-2.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/logo-2.png	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:18	58219/58219	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/misc/2.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/misc/2.png	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:19	38862/38862	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/misc/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/misc/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:19	27273/27273	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/misc/3.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/misc/3.png	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:19	85553/85553	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/misc/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/misc/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:20	363529/363529	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/misc/1.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/misc/1.png	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:20	429920/429920	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/background/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/background/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:20	22137/22137	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:21	83044/83044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:21	51626/51626	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/3.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:21	80914/80914	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/4.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:22	86668/86668	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/appetizers/5.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:22	80838/80838	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:22	91830/91830	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:22	84433/84433	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/3.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:22	67275/67275	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/4.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:23	73581/73581	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pasta/5.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:23	91178/91178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:23	79573/79573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:23	71381/71381	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/3.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:24	98774/98774	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/4.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:24	79100/79100	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/pizza/5.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:24	57469/57469	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/blog/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/blog/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:25	455321/455321	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/background/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/background/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:25	42175/42175	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/blog/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/blog/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:25	41202/41202	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/blog/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/blog/3.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:25	93233/93233	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/blog/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/blog/4.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:26	71293/71293	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/blog/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/blog/5.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:26	80511/80511	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/1.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:26	62531/62531	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/2.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:26	58170/58170	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/3.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:27	142354/142354	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/4.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:27	99044/99044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/5.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:28	96411/96411	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/6.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/gallery/6.jpg	(from https://madebydesignesia.com/themes/stradale/02_index.html)
14:10:28	162903/162903	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/background/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/background/3.jpg	(from https://madebydesignesia.com/themes/stradale/02_index-2.html)
14:10:28	63680/63680	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/1.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/1.png	(from https://madebydesignesia.com/themes/stradale/02_index-2.html)
14:10:28	56599/56599	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/2.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/2.png	(from https://madebydesignesia.com/themes/stradale/02_index-2.html)
14:10:28	62218/62218	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/3.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/3.png	(from https://madebydesignesia.com/themes/stradale/02_index-2.html)
14:10:29	63330/63330	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/4.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/4.png	(from https://madebydesignesia.com/themes/stradale/02_index-2.html)
14:10:29	139284/139284	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/background/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/background/4.jpg	(from https://madebydesignesia.com/themes/stradale/02_index-2.html)
14:10:29	56697/56697	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/5.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/5.png	(from https://madebydesignesia.com/themes/stradale/02_menu-2.html)
14:10:29	49497/49497	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/6.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/6.png	(from https://madebydesignesia.com/themes/stradale/02_menu-2.html)
14:10:30	54566/54566	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/7.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/7.png	(from https://madebydesignesia.com/themes/stradale/02_menu-2.html)
14:10:30	43547/43547	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/8.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/02_images-restaurant/menu/png/8.png	(from https://madebydesignesia.com/themes/stradale/02_menu-2.html)
14:10:30	1017/1017	---MC-	200	added ('OK')	text/javascript	date:Fri,%2004%20Jul%202025%2011:10:29%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/Erpa/Desktop/BeutyFuar/digital/www.google.com/recaptcha/api.js	(from https://madebydesignesia.com/themes/stradale/reservation.html)
14:10:30	186055/186055	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/5.jpg	(from https://madebydesignesia.com/themes/stradale/reservation.html)
14:10:31	1739/1739	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/form.js	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/form.js	(from https://madebydesignesia.com/themes/stradale/reservation.html)
14:10:31	186022/186022	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/subheader.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/subheader.jpg	(from https://madebydesignesia.com/themes/stradale/blog.html)
14:10:32	37984/37984	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/blog/6.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/blog/6.jpg	(from https://madebydesignesia.com/themes/stradale/blog.html)
14:10:33	185479/185479	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/10.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/10.jpg	(from https://madebydesignesia.com/themes/stradale/gallery.html)
14:10:33	12278/12278	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/avatar.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/avatar.jpg	(from https://madebydesignesia.com/themes/stradale/blog-single.html)
14:10:33	90986/90986	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/6.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/6.jpg	(from https://madebydesignesia.com/themes/stradale/contact.html)
14:10:34	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css)
14:10:34	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css)
14:10:35	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css)
14:10:35	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css)
14:10:36	165548/165548	---M--	200	added ('OK')	font/ttf	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css)
14:10:36	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css)
14:10:36	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot	(from https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css)
14:10:36	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot?	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIconsd41d.eot	(from https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css)
14:10:37	63664/63664	---M--	200	added ('OK')	font/woff	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.woff	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.woff	(from https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css)
14:10:37	59388/59388	---M--	200	added ('OK')	font/ttf	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.ttf	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.ttf	(from https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css)
14:10:37	277297/277297	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.svg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.svg	(from https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css)
